unified_id;month;hot_tub;pool
AIR23764230;2022-04;1;0
AIR23768171;2022-04;0;0
AIR23784019;2022-04;1;0
AIR23793421;2022-04;0;0
AIR23862135;2022-04;0;0
AIR23899141;2022-04;1;0
AIR23942538;2022-04;0;0
AIR24013535;2022-04;0;0
AIR24038529;2022-04;1;0
AIR24045096;2022-04;0;0
AIR24114788;2022-04;0;0
AIR24178318;2022-04;1;0
AIR24182317;2022-04;1;1
AIR24206667;2022-04;1;0
AIR24221022;2022-04;0;0
AIR24224322;2022-04;0;0
AIR24232505;2022-04;0;0
AIR24234518;2022-04;1;0
AIR24255105;2022-04;0;0
AIR24287359;2022-04;0;1
AIR2430228;2022-04;1;0
AIR24309766;2022-04;0;0
AIR24315472;2022-04;1;0
AIR2431950;2022-04;1;0
AIR24521285;2022-04;1;0
AIR24532989;2022-04;0;0
AIR24555258;2022-04;1;0
AIR24614962;2022-04;0;0
AIR24655415;2022-04;1;0
AIR24660161;2022-04;1;0
AIR24700767;2022-04;1;0
AIR2477352;2022-04;0;0
AIR24800579;2022-04;0;0
AIR24831057;2022-04;1;0
AIR2483588;2022-04;0;0
AIR24857702;2022-04;0;0
AIR24938059;2022-04;0;0
AIR24988387;2022-04;1;0
AIR24989883;2022-04;1;0
AIR25012960;2022-04;1;1
AIR25026507;2022-04;0;0
AIR2510074;2022-04;0;0
AIR25130869;2022-04;0;0
AIR25172825;2022-04;1;0
AIR25201967;2022-04;0;0
AIR2525902;2022-04;1;0
AIR25263812;2022-04;0;0
AIR25356728;2022-04;1;0
AIR25378892;2022-04;1;0
AIR25499481;2022-04;1;0
AIR25732632;2022-04;0;0
AIR25779086;2022-04;0;0
AIR25786600;2022-04;1;0
AIR25882184;2022-04;1;0
AIR25893671;2022-04;0;0
AIR25981294;2022-04;1;1
AIR26083959;2022-04;1;0
AIR26170882;2022-04;0;0
AIR26261918;2022-04;1;0
AIR26279903;2022-04;0;0
AIR26327847;2022-04;1;0
AIR26331936;2022-04;1;0
AIR26339365;2022-04;1;0
AIR263614;2022-04;0;0
AIR26361848;2022-04;1;0
AIR26441505;2022-04;1;0
AIR26503735;2022-04;0;0
AIR26568598;2022-04;0;0
AIR26636567;2022-04;1;1
AIR26657947;2022-04;1;1
AIR26668356;2022-04;0;0
AIR26668975;2022-04;1;0
AIR26869243;2022-04;0;0
AIR26916313;2022-04;1;0
AIR27000756;2022-04;0;0
AIR27054872;2022-04;1;0
AIR27159211;2022-04;0;0
AIR27208638;2022-04;1;1
AIR27220587;2022-04;1;0
AIR2740053;2022-04;0;0
AIR27431980;2022-04;0;0
AIR27503814;2022-04;1;0
AIR27530624;2022-04;0;1
AIR27531781;2022-04;1;0
AIR27557510;2022-04;1;0
AIR2760821;2022-04;1;0
AIR27634479;2022-04;1;1
AIR2770668;2022-04;1;0
AIR27730468;2022-04;0;0
AIR27734166;2022-04;0;0
AIR27760550;2022-04;1;0
AIR27853688;2022-04;0;0
AIR27900881;2022-04;1;0
AIR28014552;2022-04;0;0
AIR28033224;2022-04;1;0
AIR28050409;2022-04;0;0
AIR28105279;2022-04;1;0
AIR28134475;2022-04;1;0
AIR28181787;2022-04;0;0
AIR28182527;2022-04;0;0
AIR28223108;2022-04;0;0
AIR28285055;2022-04;0;0
AIR28285304;2022-04;0;0
AIR28306441;2022-04;0;0
AIR28318890;2022-04;1;0
AIR28335260;2022-04;1;1
AIR2835654;2022-04;0;0
AIR28358740;2022-04;1;1
AIR2838924;2022-04;1;1
AIR28415322;2022-04;1;0
AIR28435957;2022-04;0;0
AIR28514669;2022-04;1;1
AIR28520431;2022-04;0;0
AIR28536899;2022-04;0;0
AIR28568770;2022-04;0;0
AIR28607882;2022-04;0;0
AIR28638591;2022-04;1;0
AIR28693145;2022-04;1;0
AIR28718198;2022-04;0;0
AIR28767933;2022-04;1;0
AIR28834224;2022-04;0;0
AIR28890070;2022-04;0;1
AIR28960257;2022-04;0;0
AIR28962995;2022-04;1;0
AIR28985176;2022-04;1;0
AIR29055533;2022-04;1;0
AIR29106956;2022-04;1;0
AIR29149253;2022-04;1;0
AIR29152596;2022-04;0;0
AIR29181453;2022-04;0;0
AIR29259889;2022-04;0;0
AIR29278041;2022-04;1;0
AIR29308753;2022-04;1;1
AIR2934685;2022-04;1;0
AIR29413641;2022-04;0;0
AIR29416492;2022-04;1;1
AIR29416913;2022-04;0;0
AIR29466509;2022-04;0;0
AIR29483862;2022-04;1;1
AIR29489715;2022-04;1;0
AIR29494983;2022-04;0;0
AIR2950663;2022-04;0;0
AIR29521386;2022-04;1;0
AIR29521399;2022-04;0;0
AIR29539946;2022-04;1;0
AIR29543123;2022-04;0;0
AIR29549556;2022-04;0;0
AIR29587863;2022-04;1;0
AIR29589383;2022-04;1;1
AIR29596234;2022-04;1;0
AIR29617626;2022-04;1;0
AIR29626350;2022-04;1;0
AIR29679031;2022-04;0;0
AIR2969219;2022-04;1;0
AIR29708560;2022-04;1;0
AIR29756280;2022-04;1;0
AIR29757217;2022-04;0;0
AIR29772604;2022-04;1;0
AIR29802006;2022-04;0;0
AIR29827880;2022-04;1;0
AIR29830749;2022-04;0;0
AIR29851372;2022-04;1;0
AIR29853090;2022-04;0;0
AIR29878870;2022-04;1;0
AIR29897877;2022-04;0;0
AIR29996932;2022-04;1;0
AIR30015793;2022-04;1;0
AIR30019598;2022-04;1;0
AIR30089390;2022-04;0;0
AIR30131073;2022-04;1;0
AIR30145508;2022-04;1;0
AIR30145518;2022-04;0;0
AIR30145525;2022-04;1;0
AIR30145531;2022-04;1;0
AIR30145533;2022-04;0;0
AIR30145544;2022-04;0;0
AIR30145546;2022-04;1;0
AIR30145547;2022-04;0;0
AIR30145556;2022-04;0;0
AIR30145586;2022-04;0;0
AIR30145601;2022-04;0;0
AIR30145602;2022-04;1;0
AIR30145604;2022-04;0;0
AIR30145638;2022-04;1;0
AIR30145646;2022-04;0;0
AIR3018731;2022-04;0;0
AIR30201417;2022-04;1;1
AIR30289921;2022-04;1;1
AIR30319100;2022-04;1;0
AIR30343969;2022-04;0;0
AIR30349317;2022-04;0;0
AIR30354843;2022-04;0;0
AIR30407007;2022-04;0;0
AIR30448871;2022-04;1;0
AIR30512235;2022-04;0;1
AIR30514475;2022-04;0;0
AIR30530093;2022-04;1;0
AIR30537601;2022-04;1;0
AIR30677742;2022-04;1;0
AIR30679333;2022-04;0;0
AIR30679493;2022-04;1;0
AIR30692949;2022-04;1;0
AIR30717873;2022-04;1;0
AIR30744844;2022-04;1;1
AIR30763903;2022-04;1;0
AIR30792412;2022-04;1;0
AIR30881441;2022-04;1;0
AIR30886430;2022-04;0;0
AIR30936332;2022-04;0;1
AIR30962543;2022-04;0;0
AIR30998195;2022-04;0;0
AIR31024084;2022-04;1;0
AIR31056450;2022-04;1;0
AIR31058298;2022-04;0;0
AIR31084278;2022-04;0;0
AIR31121936;2022-04;0;0
AIR31175820;2022-04;0;0
AIR31191498;2022-04;1;1
AIR31193851;2022-04;1;0
AIR31194867;2022-04;1;0
AIR31202518;2022-04;0;0
AIR31202634;2022-04;1;1
AIR31240072;2022-04;1;0
AIR31255460;2022-04;1;0
AIR31262574;2022-04;0;0
AIR31263152;2022-04;1;0
AIR31264411;2022-04;0;0
AIR31296794;2022-04;0;0
AIR313045;2022-04;1;0
AIR31315237;2022-04;1;0
AIR31337308;2022-04;0;0
AIR31341498;2022-04;1;0
AIR31467374;2022-04;1;0
AIR31495623;2022-04;1;1
AIR31546598;2022-04;1;0
AIR3158415;2022-04;1;0
AIR31595540;2022-04;0;0
AIR31627509;2022-04;0;0
AIR31642557;2022-04;0;0
AIR31715778;2022-04;1;1
AIR31716068;2022-04;1;0
AIR31716073;2022-04;0;0
AIR31721957;2022-04;0;0
AIR31742467;2022-04;1;1
AIR31743239;2022-04;1;0
AIR31746670;2022-04;0;0
AIR31763631;2022-04;0;0
AIR31884589;2022-04;1;1
AIR32017620;2022-04;0;0
AIR3210000;2022-04;0;0
AIR32139270;2022-04;0;0
AIR32171572;2022-04;0;0
AIR32185269;2022-04;1;0
AIR32357745;2022-04;1;0
AIR32388975;2022-04;1;0
AIR32439228;2022-04;0;0
AIR32449440;2022-04;0;0
AIR32542513;2022-04;1;0
AIR32550030;2022-04;1;0
AIR32571750;2022-04;1;0
AIR32628779;2022-04;1;0
AIR32645410;2022-04;1;0
AIR32670206;2022-04;0;1
AIR32670648;2022-04;0;1
AIR32699838;2022-04;0;0
AIR3272187;2022-04;1;0
AIR32724453;2022-04;0;0
AIR32725441;2022-04;1;0
AIR32762447;2022-04;1;0
AIR32769471;2022-04;1;0
AIR32771094;2022-04;1;0
AIR32772145;2022-04;0;0
AIR32841072;2022-04;1;0
AIR32844520;2022-04;1;1
AIR32875561;2022-04;1;1
AIR32893138;2022-04;1;0
AIR32912934;2022-04;1;1
AIR32943268;2022-04;1;0
AIR33095563;2022-04;0;0
AIR33100094;2022-04;1;0
AIR33100526;2022-04;0;0
AIR33187162;2022-04;0;0
AIR33218597;2022-04;0;0
AIR33279054;2022-04;0;0
AIR33364491;2022-04;0;0
AIR33424543;2022-04;1;0
AIR33472322;2022-04;1;0
AIR33493771;2022-04;0;0
AIR33529742;2022-04;1;0
AIR33640083;2022-04;0;0
AIR33678212;2022-04;0;0
AIR3374385;2022-04;1;0
AIR33779338;2022-04;1;0
AIR33804714;2022-04;0;0
AIR33804716;2022-04;0;1
AIR33836189;2022-04;1;0
AIR33852584;2022-04;1;0
AIR33914758;2022-04;1;0
AIR33932738;2022-04;1;0
AIR33972989;2022-04;1;0
AIR34091101;2022-04;1;1
AIR34121276;2022-04;0;0
AIR34123218;2022-04;0;0
AIR34206244;2022-04;1;0
AIR34228566;2022-04;1;0
AIR34229576;2022-04;0;0
AIR34263332;2022-04;0;0
AIR34263928;2022-04;0;0
AIR34340575;2022-04;1;0
AIR34546532;2022-04;0;0
AIR34548122;2022-04;1;0
AIR34565774;2022-04;0;0
AIR34675732;2022-04;0;0
AIR34784703;2022-04;0;0
AIR34811266;2022-04;0;0
AIR34906870;2022-04;1;0
AIR34914796;2022-04;0;0
AIR34938980;2022-04;0;0
AIR34943505;2022-04;0;0
AIR35032874;2022-04;1;0
AIR35092841;2022-04;0;0
AIR35120791;2022-04;0;0
AIR35137044;2022-04;0;0
AIR35161526;2022-04;1;0
AIR35238736;2022-04;0;0
AIR35291294;2022-04;0;0
AIR35349792;2022-04;1;0
AIR35380879;2022-04;1;0
AIR35516188;2022-04;1;0
AIR35577610;2022-04;1;0
AIR35676751;2022-04;1;0
AIR35682589;2022-04;1;0
AIR35802813;2022-04;0;0
AIR3582281;2022-04;1;0
AIR35831339;2022-04;0;0
AIR35840139;2022-04;1;0
AIR35840737;2022-04;0;0
AIR35878996;2022-04;0;0
AIR35904573;2022-04;1;0
AIR35907704;2022-04;0;0
AIR35918724;2022-04;1;0
AIR35950977;2022-04;0;0
AIR35976750;2022-04;1;0
AIR36064932;2022-04;0;0
AIR36104526;2022-04;0;0
AIR36128333;2022-04;1;0
AIR36171175;2022-04;0;0
AIR36278459;2022-04;1;0
AIR36317156;2022-04;0;0
AIR36325337;2022-04;1;0
AIR36417265;2022-04;1;1
AIR36424965;2022-04;1;0
AIR36478636;2022-04;0;0
AIR36556643;2022-04;0;1
AIR36664590;2022-04;1;0
AIR36667537;2022-04;1;0
AIR36672494;2022-04;1;1
AIR36712612;2022-04;0;0
AIR36728126;2022-04;0;0
AIR36768811;2022-04;0;0
AIR36842977;2022-04;0;0
AIR36859401;2022-04;0;0
AIR37009794;2022-04;0;0
AIR37018321;2022-04;1;0
AIR37053575;2022-04;0;0
AIR37055682;2022-04;0;0
AIR37057196;2022-04;1;0
AIR37090043;2022-04;0;0
AIR37090582;2022-04;0;0
AIR37126694;2022-04;1;0
AIR3720864;2022-04;1;0
AIR37217480;2022-04;1;0
AIR37254760;2022-04;1;0
AIR37260457;2022-04;0;0
AIR37260994;2022-04;0;0
AIR37268497;2022-04;1;0
AIR3731435;2022-04;1;0
AIR37392920;2022-04;1;0
AIR37423484;2022-04;0;0
AIR37465188;2022-04;1;0
AIR37530899;2022-04;0;0
AIR37538312;2022-04;1;0
AIR3760220;2022-04;0;0
AIR37622456;2022-04;0;0
AIR37632027;2022-04;1;0
AIR37680831;2022-04;0;0
AIR37687853;2022-04;1;1
AIR37717545;2022-04;0;0
AIR37754548;2022-04;1;1
AIR37828136;2022-04;0;0
AIR37835798;2022-04;1;0
AIR37836448;2022-04;1;0
AIR37885770;2022-04;0;0
AIR37896577;2022-04;0;0
AIR37943206;2022-04;1;0
AIR37947960;2022-04;0;0
AIR37973935;2022-04;1;0
AIR38063155;2022-04;1;0
AIR38070781;2022-04;0;0
AIR3808430;2022-04;1;1
AIR38157379;2022-04;1;1
AIR38186160;2022-04;0;0
AIR38213580;2022-04;0;0
AIR38262593;2022-04;1;0
AIR38284898;2022-04;1;0
AIR38390330;2022-04;0;1
AIR38390992;2022-04;0;0
AIR38408944;2022-04;0;0
AIR38428847;2022-04;0;0
AIR38434886;2022-04;1;0
AIR38471502;2022-04;1;0
AIR38484924;2022-04;1;0
AIR38552415;2022-04;0;0
AIR38611988;2022-04;1;0
AIR38618797;2022-04;1;1
AIR38679109;2022-04;1;1
AIR38684680;2022-04;1;0
AIR38760265;2022-04;0;0
AIR38901143;2022-04;0;0
AIR38929178;2022-04;1;1
AIR38931617;2022-04;1;0
AIR39002967;2022-04;0;0
AIR39031497;2022-04;1;0
AIR39088524;2022-04;0;0
AIR39111232;2022-04;0;0
AIR39127477;2022-04;0;0
AIR39200707;2022-04;1;1
AIR39224739;2022-04;1;0
AIR39272762;2022-04;0;0
AIR39272949;2022-04;1;0
AIR39276152;2022-04;1;0
AIR39281901;2022-04;1;0
AIR39339005;2022-04;1;0
AIR39376455;2022-04;1;0
AIR39393084;2022-04;1;0
AIR39396751;2022-04;1;1
AIR39508963;2022-04;0;0
AIR39525645;2022-04;0;0
AIR39531314;2022-04;1;0
AIR39559919;2022-04;1;0
AIR39580697;2022-04;0;0
AIR39582163;2022-04;1;1
AIR39585552;2022-04;1;0
AIR39607271;2022-04;1;0
AIR39631248;2022-04;0;0
AIR39633265;2022-04;1;0
AIR39698164;2022-04;1;0
AIR39699192;2022-04;0;0
AIR39699444;2022-04;1;0
AIR39703856;2022-04;1;0
AIR39720392;2022-04;1;0
AIR39723128;2022-04;1;0
AIR39747073;2022-04;1;0
AIR39776275;2022-04;1;0
AIR39795581;2022-04;1;0
AIR39796476;2022-04;0;0
AIR39796936;2022-04;1;0
AIR39797474;2022-04;0;0
AIR39816684;2022-04;0;0
AIR39846957;2022-04;1;1
AIR39861872;2022-04;1;1
AIR39896415;2022-04;0;1
AIR39921445;2022-04;0;0
AIR39947612;2022-04;1;0
AIR39951026;2022-04;1;0
AIR39987933;2022-04;1;0
AIR40038755;2022-04;1;0
AIR40063041;2022-04;1;0
AIR4006508;2022-04;1;0
AIR4008052;2022-04;1;0
AIR40116349;2022-04;1;0
AIR40134242;2022-04;0;0
AIR40134245;2022-04;1;0
AIR40205778;2022-04;0;0
AIR40209179;2022-04;1;0
AIR40235971;2022-04;0;0
AIR40240095;2022-04;0;0
AIR40241531;2022-04;1;0
AIR4026018;2022-04;1;0
AIR40260366;2022-04;0;0
AIR40287280;2022-04;1;0
AIR40291908;2022-04;1;0
AIR40309286;2022-04;1;0
AIR40374221;2022-04;1;0
AIR40375284;2022-04;1;0
AIR40379955;2022-04;0;0
AIR40396013;2022-04;0;0
AIR40398144;2022-04;0;0
AIR40398165;2022-04;1;0
AIR40491565;2022-04;0;0
AIR40561189;2022-04;0;0
AIR40591599;2022-04;0;0
AIR40593329;2022-04;1;0
AIR40618460;2022-04;0;0
AIR40634138;2022-04;1;0
AIR40635089;2022-04;0;0
AIR40639926;2022-04;1;1
AIR40641951;2022-04;1;0
AIR40703861;2022-04;1;1
AIR40705272;2022-04;0;0
AIR40706007;2022-04;0;0
AIR40716764;2022-04;0;0
AIR40758845;2022-04;1;0
AIR40766311;2022-04;1;0
AIR40783673;2022-04;1;1
AIR40809583;2022-04;0;0
AIR4119166;2022-04;1;0
AIR4350998;2022-04;1;0
AIR4384488;2022-04;1;0
AIR4427739;2022-04;1;0
AIR4430533;2022-04;1;0
AIR4453608;2022-04;0;0
AIR4469748;2022-04;0;0
AIR4645690;2022-04;0;0
AIR4693222;2022-04;0;0
AIR4816068;2022-04;0;0
AIR4824383;2022-04;1;0
AIR4936417;2022-04;0;0
AIR5077433;2022-04;1;0
AIR5104205;2022-04;0;0
AIR5190667;2022-04;0;0
AIR523376;2022-04;0;0
AIR5268510;2022-04;0;0
AIR5325653;2022-04;1;0
AIR5582051;2022-04;1;0
AIR5696718;2022-04;1;0
AIR5884868;2022-04;0;0
AIR5969627;2022-04;0;0
AIR6119510;2022-04;1;1
AIR6276211;2022-04;1;0
AIR6278973;2022-04;1;0
AIR6279086;2022-04;0;0
AIR6279113;2022-04;1;0
AIR6279125;2022-04;0;0
AIR6451877;2022-04;1;0
AIR6481540;2022-04;0;1
AIR6564037;2022-04;1;0
AIR6656446;2022-04;1;0
AIR666691;2022-04;1;0
AIR6673353;2022-04;1;0
AIR6675761;2022-04;1;0
AIR6676107;2022-04;0;0
AIR6690593;2022-04;1;0
AIR6691376;2022-04;1;0
AIR6704191;2022-04;1;0
AIR6729193;2022-04;1;0
AIR676164;2022-04;1;0
AIR6817370;2022-04;0;0
AIR6820440;2022-04;0;0
AIR6822873;2022-04;0;0
AIR7025746;2022-04;0;0
AIR7072350;2022-04;0;0
AIR7072455;2022-04;1;0
AIR7085152;2022-04;0;0
AIR7088097;2022-04;1;0
AIR7088244;2022-04;0;0
AIR7088715;2022-04;1;0
AIR7106153;2022-04;0;0
AIR7106757;2022-04;1;0
AIR7106885;2022-04;1;0
AIR7107277;2022-04;1;0
AIR7107497;2022-04;1;0
AIR7107717;2022-04;1;0
AIR7107846;2022-04;0;0
AIR7108197;2022-04;0;0
AIR7108469;2022-04;1;0
AIR7109775;2022-04;0;0
AIR7110012;2022-04;1;0
AIR7110104;2022-04;0;0
AIR7110624;2022-04;1;0
AIR7110802;2022-04;1;1
AIR7110933;2022-04;1;0
AIR7111423;2022-04;0;0
AIR7111724;2022-04;1;0
AIR7111950;2022-04;1;0
AIR7112225;2022-04;1;0
AIR7112372;2022-04;1;0
AIR7112523;2022-04;1;0
AIR7112575;2022-04;1;0
AIR7113291;2022-04;1;0
AIR7113367;2022-04;1;0
AIR71684;2022-04;0;0
AIR7222037;2022-04;1;0
AIR7346841;2022-04;0;0
AIR7397366;2022-04;1;0
AIR7437584;2022-04;0;0
AIR7452014;2022-04;1;1
AIR7494623;2022-04;1;0
AIR7633842;2022-04;0;0
AIR7633998;2022-04;0;0
AIR7663261;2022-04;1;0
AIR7745543;2022-04;1;0
AIR7748388;2022-04;0;0
AIR7774724;2022-04;1;0
AIR7884919;2022-04;0;0
AIR8070456;2022-04;0;1
AIR808533;2022-04;1;0
AIR8087145;2022-04;0;0
AIR8090935;2022-04;0;0
AIR8102059;2022-04;0;0
AIR8107048;2022-04;1;0
AIR8116725;2022-04;0;0
AIR8151970;2022-04;0;0
AIR8189914;2022-04;0;0
AIR835126;2022-04;0;0
AIR8356115;2022-04;1;0
AIR8453390;2022-04;1;0
AIR8487685;2022-04;1;0
AIR8487701;2022-04;0;0
AIR8506725;2022-04;1;0
AIR865917;2022-04;1;1
AIR8680291;2022-04;1;0
AIR8687782;2022-04;0;0
AIR8688155;2022-04;0;0
AIR8811512;2022-04;1;1
AIR8884708;2022-04;1;0
AIR8890260;2022-04;0;0
AIR8968332;2022-04;0;0
AIR9030749;2022-04;0;0
AIR9061128;2022-04;0;0
AIR9063353;2022-04;0;0
AIR9065030;2022-04;0;0
AIR9134487;2022-04;0;0
AIR9187251;2022-04;1;0
AIR9232049;2022-04;0;1
AIR9241882;2022-04;0;0
AIR9301003;2022-04;0;0
AIR9329579;2022-04;0;0
AIR9364892;2022-04;0;1
AIR9367766;2022-04;0;1
AIR9368784;2022-04;0;1
AIR9431746;2022-04;1;0
AIR9490331;2022-04;0;1
AIR9510558;2022-04;1;1
AIR9730242;2022-04;0;0
AIR9810523;2022-04;0;1
AIR9810675;2022-04;0;1
AIR9810727;2022-04;1;1
AIR9944263;2022-04;1;0
AIR9959855;2022-04;1;0
AIR9960008;2022-04;0;0
AIR9976790;2022-04;1;0
AIR9996370;2022-04;0;0
AIR10052559;2022-03;1;0
AIR10178668;2022-03;0;0
AIR10211700;2022-03;0;0
AIR10344705;2022-03;0;0
AIR10424683;2022-03;0;1
AIR10471190;2022-03;1;0
AIR10551482;2022-03;1;0
AIR11098028;2022-03;1;1
AIR11098161;2022-03;1;1
AIR11128865;2022-03;0;0
AIR11209785;2022-03;1;0
AIR11458668;2022-03;0;0
AIR11529774;2022-03;1;0
AIR11623857;2022-03;1;1
AIR11654882;2022-03;1;0
AIR11735648;2022-03;0;0
AIR11785147;2022-03;1;1
AIR11799363;2022-03;0;0
AIR11921717;2022-03;1;0
AIR119838;2022-03;0;1
AIR12002926;2022-03;0;0
AIR12246386;2022-03;1;0
AIR12271204;2022-03;1;0
AIR12325663;2022-03;1;0
AIR1243216;2022-03;1;0
AIR12466059;2022-03;0;0
AIR12495850;2022-03;0;0
AIR12520281;2022-03;0;0
AIR12647814;2022-03;1;1
AIR12651776;2022-03;0;0
AIR12826044;2022-03;0;0
AIR12833882;2022-03;0;0
AIR12851595;2022-03;0;0
AIR12873603;2022-03;1;0
AIR12904929;2022-03;1;0
AIR12942776;2022-03;0;0
AIR12950524;2022-03;0;0
AIR1304719;2022-03;1;0
AIR13060219;2022-03;1;1
AIR13126924;2022-03;0;0
AIR13167327;2022-03;1;0
AIR13274494;2022-03;1;1
AIR13574434;2022-03;1;0
AIR13634652;2022-03;1;0
AIR13639669;2022-03;0;0
AIR13686367;2022-03;1;0
AIR13687864;2022-03;1;0
AIR13696080;2022-03;0;0
AIR13716929;2022-03;0;0
AIR13724939;2022-03;0;0
AIR13746160;2022-03;1;0
AIR13801200;2022-03;0;0
AIR13829324;2022-03;0;0
AIR13996202;2022-03;0;0
AIR14089677;2022-03;1;0
AIR14124182;2022-03;0;0
AIR14124206;2022-03;0;0
AIR14124266;2022-03;0;0
AIR14124469;2022-03;0;0
AIR14124584;2022-03;0;0
AIR1428379;2022-03;0;0
AIR14335226;2022-03;0;0
AIR14335230;2022-03;1;0
AIR14342504;2022-03;1;0
AIR14467679;2022-03;0;0
AIR14469396;2022-03;0;0
AIR14480012;2022-03;1;0
AIR14480136;2022-03;0;0
AIR14480143;2022-03;0;0
AIR14521351;2022-03;1;0
AIR14529233;2022-03;0;0
AIR14759123;2022-03;1;0
AIR14771743;2022-03;0;0
AIR14786504;2022-03;0;0
AIR1484195;2022-03;1;0
AIR14948466;2022-03;1;0
AIR14961212;2022-03;0;0
AIR14983336;2022-03;1;0
AIR14992690;2022-03;1;0
AIR14994173;2022-03;0;0
AIR15056526;2022-03;0;0
AIR15073367;2022-03;1;0
AIR15085009;2022-03;0;0
AIR15165066;2022-03;0;0
AIR15225059;2022-03;1;0
AIR1526344;2022-03;1;0
AIR1534914;2022-03;1;0
AIR15436072;2022-03;0;0
AIR15448878;2022-03;0;0
AIR15453260;2022-03;0;0
AIR15484066;2022-03;1;1
AIR15498520;2022-03;1;1
AIR15512762;2022-03;0;0
AIR15564286;2022-03;1;0
AIR15598354;2022-03;1;0
AIR15616221;2022-03;0;0
AIR15630911;2022-03;1;0
AIR15634146;2022-03;0;0
AIR15707836;2022-03;1;0
AIR15735291;2022-03;1;1
AIR15758715;2022-03;0;0
AIR15905180;2022-03;1;0
AIR15938411;2022-03;1;0
AIR15939924;2022-03;1;0
AIR15964091;2022-03;1;0
AIR15967110;2022-03;0;1
AIR15970296;2022-03;0;0
AIR16015622;2022-03;1;0
AIR16016794;2022-03;1;0
AIR16037507;2022-03;1;0
AIR16050122;2022-03;0;0
AIR16070480;2022-03;0;0
AIR16083055;2022-03;0;0
AIR16088349;2022-03;1;0
AIR16174471;2022-03;0;0
AIR16194186;2022-03;0;0
AIR16221165;2022-03;1;0
AIR16231405;2022-03;1;0
AIR162404;2022-03;0;0
AIR16245792;2022-03;0;0
AIR16259330;2022-03;0;0
AIR16288265;2022-03;0;0
AIR16304086;2022-03;0;0
AIR16312572;2022-03;1;0
AIR16323226;2022-03;0;0
AIR16331162;2022-03;0;0
AIR16334878;2022-03;0;0
AIR16367671;2022-03;0;0
AIR16428200;2022-03;1;1
AIR16440183;2022-03;1;0
AIR16441497;2022-03;1;0
AIR16442359;2022-03;1;0
AIR16489418;2022-03;0;0
AIR16498571;2022-03;1;0
AIR16498790;2022-03;1;0
AIR16498877;2022-03;0;0
AIR16521866;2022-03;0;0
AIR16547960;2022-03;1;1
AIR16571256;2022-03;0;0
AIR16572459;2022-03;0;0
AIR16607032;2022-03;0;0
AIR16635168;2022-03;0;0
AIR16649967;2022-03;0;0
AIR16666349;2022-03;0;0
AIR16780142;2022-03;1;0
AIR16789712;2022-03;0;0
AIR16841066;2022-03;1;0
AIR16856200;2022-03;1;0
AIR16871306;2022-03;1;0
AIR16872807;2022-03;0;0
AIR16917201;2022-03;1;0
AIR16943701;2022-03;0;0
AIR17000486;2022-03;1;0
AIR17030857;2022-03;0;0
AIR17037028;2022-03;1;0
AIR17037455;2022-03;1;0
AIR17096154;2022-03;1;1
AIR17212296;2022-03;1;1
AIR1722392;2022-03;1;0
AIR17333334;2022-03;1;0
AIR17364180;2022-03;0;0
AIR17369087;2022-03;1;0
AIR17384871;2022-03;1;0
AIR17408320;2022-03;1;0
AIR17531385;2022-03;1;0
AIR17545294;2022-03;0;0
AIR17607459;2022-03;1;0
AIR17607576;2022-03;1;0
AIR17607578;2022-03;1;0
AIR17607579;2022-03;1;0
AIR17607586;2022-03;1;0
AIR17607599;2022-03;1;0
AIR17607600;2022-03;0;0
AIR17607609;2022-03;1;0
AIR17619224;2022-03;1;0
AIR17638604;2022-03;0;0
AIR17791132;2022-03;0;0
AIR1782712;2022-03;0;0
AIR17830005;2022-03;0;0
AIR17909602;2022-03;0;0
AIR17924654;2022-03;1;0
AIR18003964;2022-03;1;0
AIR18105126;2022-03;1;1
AIR18121333;2022-03;0;0
AIR18175790;2022-03;0;0
AIR18193860;2022-03;0;0
AIR18232399;2022-03;0;0
AIR18235116;2022-03;0;0
AIR18313664;2022-03;1;0
AIR18343563;2022-03;1;0
AIR18347608;2022-03;0;0
AIR184262;2022-03;1;0
AIR18448029;2022-03;1;0
AIR18462952;2022-03;1;0
AIR18465483;2022-03;1;0
AIR18471950;2022-03;1;0
AIR18477803;2022-03;1;0
AIR18543482;2022-03;0;0
AIR18567243;2022-03;0;0
AIR18567371;2022-03;0;0
AIR18567474;2022-03;0;0
AIR18567553;2022-03;0;0
AIR18567624;2022-03;0;0
AIR18567675;2022-03;0;0
AIR18651707;2022-03;1;0
AIR18666697;2022-03;0;0
AIR18703258;2022-03;0;0
AIR18722813;2022-03;1;0
AIR18874839;2022-03;1;0
AIR18877499;2022-03;1;0
AIR18895308;2022-03;1;1
AIR18917105;2022-03;1;0
AIR18917106;2022-03;0;0
AIR18998787;2022-03;0;0
AIR19019245;2022-03;1;0
AIR19033667;2022-03;0;0
AIR19033707;2022-03;1;0
AIR19035499;2022-03;1;0
AIR1905375;2022-03;1;0
AIR19081482;2022-03;1;0
AIR19191631;2022-03;1;0
AIR19244512;2022-03;1;0
AIR19314313;2022-03;0;0
AIR19317721;2022-03;0;0
AIR19332170;2022-03;1;1
AIR19360866;2022-03;0;0
AIR19383702;2022-03;1;0
AIR19386566;2022-03;0;0
AIR19403293;2022-03;1;0
AIR19406789;2022-03;1;0
AIR19506963;2022-03;1;0
